都道府県,性別,年齢区分,下限値,上限値,人数
静岡県,男性,45～49歳,120.0,140.0,23776
静岡県,男性,45～49歳,100.0,120.0,20139
静岡県,男性,45～49歳,0.0,100.0,14902
愛知県,男性,45～49歳,180.0,inf,12031
愛知県,男性,45～49歳,160.0,180.0,20355
愛知県,男性,45～49歳,140.0,160.0,38178
愛知県,男性,45～49歳,120.0,140.0,51120
愛知県,男性,45～49歳,100.0,120.0,46038
愛知県,男性,45～49歳,0.0,100.0,35050
三重県,男性,45～49歳,180.0,inf,2447
三重県,男性,45～49歳,160.0,180.0,4273
三重県,男性,45～49歳,140.0,160.0,8264
三重県,男性,45～49歳,120.0,140.0,11135
三重県,男性,45～49歳,100.0,120.0,9925
三重県,男性,45～49歳,0.0,100.0,7944
滋賀県,男性,45～49歳,180.0,inf,1906
滋賀県,男性,45～49歳,160.0,180.0,3326
滋賀県,男性,45～49歳,140.0,160.0,6474
滋賀県,男性,45～49歳,120.0,140.0,8760
滋賀県,男性,45～49歳,100.0,120.0,8060
滋賀県,男性,45～49歳,0.0,100.0,6402
京都府,男性,45～49歳,180.0,inf,3335
京都府,男性,45～49歳,160.0,180.0,5523
京都府,男性,45～49歳,140.0,160.0,10552
京都府,男性,45～49歳,120.0,140.0,14082
京都府,男性,45～49歳,100.0,120.0,12537
京都府,男性,45～49歳,0.0,100.0,9859
大阪府,男性,45～49歳,180.0,inf,11426
大阪府,男性,45～49歳,160.0,180.0,18631
大阪府,男性,45～49歳,140.0,160.0,35872
大阪府,男性,45～49歳,120.0,140.0,47725
大阪府,男性,45～49歳,100.0,120.0,42783
大阪府,男性,45～49歳,0.0,100.0,34306
兵庫県,男性,45～49歳,180.0,inf,7287
兵庫県,男性,45～49歳,160.0,180.0,11962
兵庫県,男性,45～49歳,140.0,160.0,23182
兵庫県,男性,45～49歳,120.0,140.0,30808
兵庫県,男性,45～49歳,100.0,120.0,27849
兵庫県,男性,45～49歳,0.0,100.0,21528
奈良県,男性,45～49歳,180.0,inf,1575
奈良県,男性,45～49歳,160.0,180.0,2717
奈良県,男性,45～49歳,140.0,160.0,5015
奈良県,男性,45～49歳,120.0,140.0,6835
奈良県,男性,45～49歳,100.0,120.0,5961
奈良県,男性,45～49歳,0.0,100.0,4450
和歌山県,男性,45～49歳,180.0,inf,1175
和歌山県,男性,45～49歳,160.0,180.0,1955
和歌山県,男性,45～49歳,140.0,160.0,3641
和歌山県,男性,45～49歳,120.0,140.0,4618
和歌山県,男性,45～49歳,100.0,120.0,4065
和歌山県,男性,45～49歳,0.0,100.0,3131
鳥取県,男性,45～49歳,180.0,inf,725
鳥取県,男性,45～49歳,160.0,180.0,1136
鳥取県,男性,45～49歳,140.0,160.0,2131
鳥取県,男性,45～49歳,120.0,140.0,2893
鳥取県,男性,45～49歳,100.0,120.0,2541
鳥取県,男性,45～49歳,0.0,100.0,2043
島根県,男性,45～49歳,180.0,inf,894
島根県,男性,45～49歳,160.0,180.0,1565
島根県,男性,45～49歳,140.0,160.0,2946
島根県,男性,45～49歳,120.0,140.0,3814
島根県,男性,45～49歳,100.0,120.0,3281
島根県,男性,45～49歳,0.0,100.0,2726
岡山県,男性,45～49歳,180.0,inf,2645
岡山県,男性,45～49歳,160.0,180.0,4517
岡山県,男性,45～49歳,140.0,160.0,8444
岡山県,男性,45～49歳,120.0,140.0,10659
岡山県,男性,45～49歳,100.0,120.0,9606
岡山県,男性,45～49歳,0.0,100.0,7693
広島県,男性,45～49歳,180.0,inf,4517
広島県,男性,45～49歳,160.0,180.0,7162
広島県,男性,45～49歳,140.0,160.0,12567
広島県,男性,45～49歳,120.0,140.0,16600
広島県,男性,45～49歳,100.0,120.0,14511
広島県,男性,45～49歳,0.0,100.0,11229
山口県,男性,45～49歳,180.0,inf,1987
山口県,男性,45～49歳,160.0,180.0,3014
山口県,男性,45～49歳,140.0,160.0,5596
山口県,男性,45～49歳,120.0,140.0,7345
山口県,男性,45～49歳,100.0,120.0,6361
山口県,男性,45～49歳,0.0,100.0,4935
徳島県,男性,45～49歳,180.0,inf,935
徳島県,男性,45～49歳,160.0,180.0,1445
徳島県,男性,45～49歳,140.0,160.0,2834
徳島県,男性,45～49歳,120.0,140.0,3777
徳島県,男性,45～49歳,100.0,120.0,3246
徳島県,男性,45～49歳,0.0,100.0,2650
香川県,男性,45～49歳,180.0,inf,1258
香川県,男性,45～49歳,160.0,180.0,2171
香川県,男性,45～49歳,140.0,160.0,4116
香川県,男性,45～49歳,120.0,140.0,5563
香川県,男性,45～49歳,100.0,120.0,5068
香川県,男性,45～49歳,0.0,100.0,4126
愛媛県,男性,45～49歳,180.0,inf,1915
愛媛県,男性,45～49歳,160.0,180.0,3022
愛媛県,男性,45～49歳,140.0,160.0,5616
愛媛県,男性,45～49歳,120.0,140.0,7468
愛媛県,男性,45～49歳,100.0,120.0,6699
愛媛県,男性,45～49歳,0.0,100.0,5418
高知県,男性,45～49歳,180.0,inf,776
高知県,男性,45～49歳,160.0,180.0,1388
高知県,男性,45～49歳,140.0,160.0,2600
高知県,男性,45～49歳,120.0,140.0,3573
高知県,男性,45～49歳,100.0,120.0,3449
高知県,男性,45～49歳,0.0,100.0,3024
福岡県,男性,45～49歳,180.0,inf,7796
福岡県,男性,45～49歳,160.0,180.0,12074
福岡県,男性,45～49歳,140.0,160.0,21135
福岡県,男性,45～49歳,120.0,140.0,26643
福岡県,男性,45～49歳,100.0,120.0,22985
福岡県,男性,45～49歳,0.0,100.0,17940
佐賀県,男性,45～49歳,180.0,inf,943
佐賀県,男性,45～49歳,160.0,180.0,1683
佐賀県,男性,45～49歳,140.0,160.0,2981
佐賀県,男性,45～49歳,120.0,140.0,3960
佐賀県,男性,45～49歳,100.0,120.0,3567
佐賀県,男性,45～49歳,0.0,100.0,2815
長崎県,男性,45～49歳,180.0,inf,1416
長崎県,男性,45～49歳,160.0,180.0,2431
長崎県,男性,45～49歳,140.0,160.0,4424
長崎県,男性,45～49歳,120.0,140.0,6039
長崎県,男性,45～49歳,100.0,120.0,5461
長崎県,男性,45～49歳,0.0,100.0,4311
熊本県,男性,45～49歳,180.0,inf,1982
熊本県,男性,45～49歳,160.0,180.0,3299
熊本県,男性,45～49歳,140.0,160.0,6344
熊本県,男性,45～49歳,120.0,140.0,8674
熊本県,男性,45～49歳,100.0,120.0,7807
熊本県,男性,45～49歳,0.0,100.0,6407
大分県,男性,45～49歳,180.0,inf,1674
大分県,男性,45～49歳,160.0,180.0,2694
大分県,男性,45～49歳,140.0,160.0,4845
大分県,男性,45～49歳,120.0,140.0,6120
大分県,男性,45～49歳,100.0,120.0,5483
大分県,男性,45～49歳,0.0,100.0,4322
宮崎県,男性,45～49歳,180.0,inf,1218
宮崎県,男性,45～49歳,160.0,180.0,1918
宮崎県,男性,45～49歳,140.0,160.0,3834
宮崎県,男性,45～49歳,120.0,140.0,5274
宮崎県,男性,45～49歳,100.0,120.0,4795
宮崎県,男性,45～49歳,0.0,100.0,4209
鹿児島県,男性,45～49歳,180.0,inf,1849
鹿児島県,男性,45～49歳,160.0,180.0,2951
鹿児島県,男性,45～49歳,140.0,160.0,5381
鹿児島県,男性,45～49歳,120.0,140.0,7001
鹿児島県,男性,45～49歳,100.0,120.0,6399
鹿児島県,男性,45～49歳,0.0,100.0,5263
沖縄県,男性,45～49歳,180.0,inf,1786
